name,GW,was_home,position,goals_scored,assists,bonus,clean_sheets,saves,goals_conceded,yellow_cards,minutes,total_points
Adama_Traoré_417,22,True,3,4,4,12,3,0,24,0,1670,83
Adama_Traoré_417,23,False,3,4,6,14,3,0,26,0,1760,85
Adama_Traoré_417,24,True,3,4,7,14,3,0,28,0,1850,95
Adama_Traoré_417,25,False,3,4,7,14,4,0,28,0,1925,100
Adama_Traoré_417,26,True,3,4,7,14,4,0,28,0,1951,103
Adama_Traoré_417,27,True,3,4,7,14,4,0,28,0,1969,104
Adama_Traoré_417,28,False,3,4,7,14,4,0,30,0,2042,105
Adama_Traoré_417,29,True,3,4,7,14,4,0,30,0,2068,107
Adama_Traoré_417,30,False,3,4,8,14,4,0,30,0,2094,108
Adama_Traoré_417,31,True,3,4,9,14,5,0,30,0,2166,112
Adama_Traoré_417,32,False,3,4,9,14,5,0,30,0,2196,118
Adama_Traoré_417,33,True,3,4,9,14,5,0,32,0,2286,119
Adama_Traoré_417,34,False,3,4,9,14,6,0,32,0,2364,121
Adama_Traoré_417,35,True,3,4,9,14,6,0,32,0,2384,124
Adama_Traoré_417,36,False,3,4,9,14,6,0,33,0,2474,125
Adama_Traoré_417,37,True,3,4,9,14,7,0,33,1,2554,127
Adama_Traoré_417,38,False,3,4,9,14,7,0,33,1,2599,129
Adrian_Mariappa_356,6,False,2,0,0,0,0,0,8,0,90,0
Adrian_Mariappa_356,11,True,2,0,0,0,0,0,9,1,160,-2
Adrian_Mariappa_356,12,False,2,0,0,0,0,0,9,1,180,-1
Adrian_Mariappa_356,13,True,2,0,0,0,0,0,12,1,270,0
Adrian_Mariappa_356,14,False,2,0,0,0,0,0,14,1,360,1
Adrian_Mariappa_356,15,False,2,0,0,0,0,0,16,1,450,2
Adrian_Mariappa_356,17,False,2,0,0,0,0,0,18,1,540,3
Adrian_Mariappa_356,18,True,2,0,0,0,1,0,18,1,630,4
Adrian_Mariappa_356,19,False,2,0,0,0,1,0,19,1,720,10
Adrian_Mariappa_356,20,True,2,0,0,0,1,0,19,1,776,12
Adrian_Mariappa_356,22,False,2,0,0,1,2,0,19,1,866,10
Adrian_Mariappa_356,23,True,2,0,0,1,3,0,19,1,956,17
