name,GW,goals_scored,assists,bonus,clean_sheets,saves,yellow_cards,minutes,total_points
Adam_Masina_355,4,0,0,0,0,0,0,0,0
Adam_Masina_355,5,0,0,0,0,0,0,0,0
Adam_Masina_355,6,0,0,0,0,0,0,0,0
Adam_Masina_355,7,0,0,0,0,0,0,0,0
Adam_Masina_355,8,0,0,0,0,0,0,0,0
Adam_Masina_355,9,0,0,0,0,0,0,0,0
Adam_Masina_355,10,0,0,0,1,0,0,72,6
Adam_Masina_355,11,0,0,0,1,0,0,162,7
Adam_Masina_355,12,0,0,0,1,0,1,164,7
Adam_Masina_355,13,0,0,0,1,0,1,209,7
Adam_Masina_355,14,0,0,0,1,0,1,299,8
Adam_Masina_355,15,0,0,0,1,0,2,389,8
Adam_Masina_355,16,0,0,0,2,0,2,479,14
Adam_Masina_355,17,0,0,0,2,0,2,479,14
Adam_Masina_355,18,0,0,0,2,0,2,479,14
Adam_Masina_355,19,0,0,0,2,0,2,479,14
Adam_Masina_355,20,0,0,0,2,0,2,484,15
Adam_Masina_355,21,0,0,0,2,0,2,501,16
Adam_Masina_355,22,0,0,1,3,0,2,591,23
Adam_Masina_355,23,0,0,1,4,0,2,681,29
Adam_Masina_355,24,0,0,1,4,0,2,771,30
Adam_Masina_355,25,1,0,1,4,0,3,861,36
Adam_Masina_355,26,1,0,1,4,0,3,951,38
Adam_Masina_355,27,1,0,1,4,0,3,1041,39
Adam_Masina_355,28,1,0,2,5,0,3,1131,46
Adam_Masina_355,29,1,0,2,5,0,3,1221,48
Adam_Masina_355,39,1,0,4,6,0,3,1308,56
Adam_Masina_355,40,1,0,4,6,0,3,1398,58
Adam_Masina_355,41,1,0,4,6,0,3,1471,59
Adam_Masina_355,42,1,0,4,6,0,3,1497,60
Adam_Masina_355,43,1,0,4,6,0,3,1587,62
Adam_Masina_355,44,1,0,4,6,0,3,1677,64
Adam_Masina_355,45,1,0,4,6,0,3,1722,64
Adam_Masina_355,46,1,0,4,6,0,3,1725,65
Adam_Masina_355,47,1,0,4,6,0,3,1815,66
Adam_Smith_63,1,0,0,0,0,0,1,90,1
Adam_Smith_63,2,0,0,0,0,0,1,180,3
Adam_Smith_63,3,0,0,0,0,0,1,247,4
Adam_Smith_63,4,0,0,0,0,0,1,310,5
Adam_Smith_63,5,0,0,0,0,0,1,310,5
Adam_Smith_63,6,0,0,0,0,0,1,310,5
Adam_Smith_63,7,0,0,0,0,0,1,310,5
Adam_Smith_63,8,0,0,0,0,0,1,310,5
Adam_Smith_63,9,0,0,0,1,0,2,400,10
Adam_Smith_63,10,0,0,0,2,0,2,490,16
Adam_Smith_63,11,0,1,3,3,0,2,580,28
Adam_Smith_63,12,0,1,3,3,0,2,657,29
Adam_Smith_63,13,0,1,3,3,0,2,747,30
Adam_Smith_63,14,0,1,3,3,0,2,747,30
Adam_Smith_63,15,0,1,3,3,0,2,837,32
Adam_Smith_63,16,0,1,3,3,0,2,837,32
Adam_Smith_63,17,0,1,3,3,0,2,837,32
Adam_Smith_63,18,0,1,3,3,0,2,837,32
Adam_Smith_63,19,0,1,3,3,0,2,837,32
Adam_Smith_63,20,0,1,3,3,0,2,837,32
Adam_Smith_63,21,0,1,3,3,0,2,837,32
Adam_Smith_63,22,0,1,3,3,0,3,927,32
Adam_Smith_63,23,0,1,3,3,0,4,1017,33
Adam_Smith_63,24,0,1,3,3,0,4,1107,35
Adam_Smith_63,25,0,1,3,3,0,4,1197,37
Adam_Smith_63,26,0,1,3,3,0,4,1287,38
Adam_Smith_63,27,0,1,3,3,0,5,1377,38
Adam_Smith_63,28,0,1,3,3,0,6,1467,38
Adam_Smith_63,29,0,1,3,3,0,6,1557,39
Adam_Smith_63,39,0,1,3,3,0,7,1647,39
Adam_Smith_63,40,0,1,3,3,0,7,1737,41
Adam_Smith_63,41,0,1,3,3,0,7,1827,41
Adam_Smith_63,42,0,1,3,3,0,7,1903,41
Adam_Smith_63,43,0,1,3,4,0,7,1965,47
Adam_Smith_63,44,0,1,3,4,0,7,1965,47
Adam_Smith_63,45,0,1,3,4,0,7,1965,47
Adam_Smith_63,46,0,1,3,4,0,7,1965,47
Adam_Smith_63,47,0,1,3,4,0,7,2055,49
Adam_Webster_493,1,0,0,0,0,0,0,0,0
Adam_Webster_493,2,0,0,0,0,0,0,0,0
Adam_Webster_493,3,0,0,0,0,0,0,0,0
Adam_Webster_493,4,0,0,0,0,0,0,90,0
