element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
106837,55,52,54,1122,1,3,2,17,0,0,0,2,0,0,3,203,196.2,161.6,210.0,56.5
213405,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
244619,40,40,15,267,0,1,1,4,0,0,0,0,0,0,3,70,78.4,149.8,10.0,23.9
222625,45,45,2,9,0,0,0,1,0,0,0,0,0,0,0,3,3.2,0.6,25.0,2.6
173810,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
122798,70,70,181,3111,2,12,13,31,0,0,0,2,0,0,20,847,845.8,980.2,389.0,221.7
169187,70,77,210,3173,4,15,14,32,0,0,0,5,0,0,24,904,1026.8,1380.3,420.0,282.8
97032,65,65,178,3420,5,2,15,33,0,0,0,1,0,0,14,804,930.2,152.4,467.0,154.8
171287,55,53,93,1999,0,0,12,16,0,0,0,7,0,0,7,461,390.6,105.7,12.0,50.9
60914,55,52,39,703,1,0,3,5,0,0,0,0,0,0,4,167,198.2,23.0,39.0,26.2
38454,55,53,18,776,0,1,0,11,0,0,0,1,0,0,0,147,196.6,28.1,72.0,29.8
92217,95,93,155,2985,9,9,16,26,0,0,0,0,0,0,20,592,733.6,703.0,1638.0,307.5
152760,55,51,65,699,4,3,2,12,0,0,0,1,0,0,8,230,201.8,128.8,222.0,55.0
116535,60,62,122,2543,0,1,13,24,0,0,0,0,1,58,11,558,503.0,10.0,0.0,51.5
66797,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
118748,125,125,233,2879,19,10,16,26,0,0,0,1,0,0,26,661,1061.2,834.8,2156.0,405.1
110979,115,121,221,2745,18,10,12,28,0,0,0,3,0,0,27,689,1010.2,826.6,1239.0,307.7
81880,65,61,76,1475,4,1,8,12,1,0,0,1,0,0,2,268,300.0,298.2,406.0,99.9
68312,65,63,15,181,1,0,1,2,0,0,0,0,0,0,0,54,47.8,51.6,37.0,13.7
39155,60,57,27,371,1,1,1,5,0,0,0,1,0,0,1,97,107.2,68.8,74.0,25.1
175592,60,58,52,806,2,3,5,8,0,0,0,1,0,0,3,224,281.8,234.7,169.0,68.7
116643,55,54,77,2073,2,3,6,26,0,0,0,6,0,0,8,403,431.6,322.4,85.0,84.0
56979,55,52,116,2234,4,5,16,14,0,0,0,2,0,0,11,530,582.6,425.9,275.0,128.5
41733,55,54,107,2933,4,0,12,28,0,0,0,0,0,0,5,503,452.8,344.1,423.0,122.0
15157,55,53,49,924,2,2,4,9,0,0,0,4,0,0,3,198,237.2,177.1,100.0,51.4
217989,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
195473,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
60706,45,40,27,873,0,0,2,10,0,0,0,1,0,18,0,136,131.4,0.0,0.0,13.2
11948,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
200720,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
444884,45,45,2,7,0,0,0,0,0,0,0,0,0,0,0,6,1.8,1.7,0.0,0.4
206915,45,45,13,121,1,0,1,1,0,0,0,0,0,0,0,46,49.4,15.6,65.0,12.9
215136,40,40,14,228,0,0,1,2,0,0,0,1,0,0,3,53,49.4,53.3,98.0,20.0
197464,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
157882,65,58,11,241,0,0,0,2,0,0,0,0,0,0,0,20,17.4,29.9,85.0,12.7
441271,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
146941,65,63,63,1096,1,0,8,5,0,0,0,1,0,0,0,298,246.8,62.2,79.0,38.7
58621,60,57,114,2392,1,4,12,24,0,0,0,5,0,0,7,573,435.6,394.4,169.0,100.1
102826,60,55,74,1491,0,2,9,13,0,0,0,3,0,0,3,378,243.0,403.2,106.0,75.5
206325,55,52,49,1271,0,0,6,15,0,0,0,0,1,0,1,295,232.0,375.8,102.0,71.2
97299,55,53,34,1118,0,0,3,16,0,0,0,0,0,0,0,231,216.4,53.0,66.0,33.7
57410,55,48,82,1710,2,1,7,21,0,0,0,3,0,0,6,389,443.6,65.5,319.0,82.7
100180,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
37572,120,116,132,1449,16,6,5,18,0,0,1,1,0,0,14,509,641.2,256.4,1188.0,208.2
205651,95,99,146,2018,14,8,12,14,0,0,1,3,0,0,17,535,757.6,447.7,1620.0,282.1
121160,60,61,133,3071,0,0,16,31,0,0,0,3,1,68,2,645,608.6,16.0,0.0,62.3
33148,50,47,11,346,0,0,1,7,0,0,0,0,0,8,0,69,57.8,0.0,0.0,5.8
103955,120,120,204,2651,20,6,13,31,0,0,2,5,0,0,20,642,921.6,751.3,1829.0,350.2
61366,95,106,251,2790,13,23,18,22,0,0,0,3,0,0,35,988,1322.2,1990.8,1005.0,432.1
